Year,State,Continuum of Care (CoC),HUD CoC Number,"2015 CoC Award Amount
($0 indicates that an application was not submitted)",AHAR Part 1 CoC Category,Total Non-DV Beds on 2016 HIC ES+TH,Total Non-DV HMIS Beds on 2016 HIC ES+TH,2015 Bed coverage Percent on HMIS for ES-TH Combined,ES-SH Avg (Days),ES-SH Median (Days),ES-SH-TH Avg (Days),ES-SH-TH Median (Days),Total Persons Exited (SO+ES+TH+SH+PH),Total Persons Returns in 6 mths,Total Persons Returns in 12 mths (should include the 6-month cohort),Total Persons Returns in 24 mths (should include both the 6- and 12-month cohort),Percent Returns in 6 mths,Percent Returns in 12 mths (should include the 6-month cohort),Percent Returns in 24 mths (should include both the 6- and 12-month cohort),Total HMIS Count,Total Stayers (persons),Total Stayers increased earned income,Percent Stayers increased earned income,Total Stayers increased non-employment cash income,Percent Stayers increased non-employment cash income,Total Stayers increased total income,Percent Stayers increased total income,Total Leavers (persons),Total Leavers increased earned income,Percent Leavers increased earned income,Total Leavers increased non-employment cash income,Percent Leavers increased non-employment cash income,Total Leavers increased total income,Percent Leavers increased total income,ES-SH-TH 1st Time Homeless,ES-SH-TH-PH 1st Time Homeless,Total Persons Exiting Street Outreach,Total Persons Exited to Temporary Housing,Total Persons Exited to Permanent Housing,Percent with Successful SO Outcome,"Total Persons Exiting ES, TH, SH, PH-RRH","Total Persons Exiting ES, TH, SH, PH-RRH to Permanent Housing",Percent with Successful Exit,Total Persons Exiting PH (but not including PH-RRH),Total Persons Exiting PH (but not including PH-RRH) Residing in PH for 6mos or more or exiting to Permanent Housing,Percent with Successful Retention or Exit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CA,Daly/San Mateo County CoC,CA-512,9455481,"Smaller Cities, Counties, and Regional CoCs",745,639,0.857718121,34,26,89,67,1081,103,146,219,9.53E-02,0.13506013,0.202590194,2698,199,3,1.51E-02,18,9.05E-02,18,9.05E-02,557,73,0.131059246,56,0.1005386,117,0.21005386,1796,1896,5,1,4,1,2213,949,0.428829643,450,433,0.962222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CA,"Visalia, Kings, Tulare Counties CoC",CA-513,1923277,"Smaller Cities, Counties, and Regional CoCs",468,393,0.83974359,40,19,98,36,305,9,20,49,2.95E-02,6.56E-02,0.160655738,1142,66,5,7.58E-02,14,0.212121212,18,0.272727273,59,20,0.338983051,12,0.203389831,28,0.474576271,890,1067,65,14,17,0.476923077,1012,494,0.488142292,167,148,0.886227545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CA,Fresno/Madera County CoC,CA-514,8737368,Major Cities,686,448,0.653061224,57,19,137,86,801,42,78,178,5.24E-02,9.74E-02,0.222222222,1108,330,8,2.42E-02,96,0.290909091,100,0.303030303,486,20,4.12E-02,42,8.64E-02,61,0.125514403,645,1162,269,160,20,0.669144981,1107,790,0.71364047,664,606,0.912650602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CA,"Roseville/Rocklin/Placer, Nevada Counties CoC",CA-515,1256067,"Smaller Cities, Counties, and Regional CoCs",366,292,0.797814208,70,37,80,38,492,76,117,148,0.154471545,0.237804878,0.300813008,1116,88,0,0,4,4.55E-02,4,4.55E-02,19,1,5.26E-02,11,0.578947368,11,0.578947368,730,801,22,10,5,0.681818182,886,372,0.41986456,169,155,0.917159763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CA,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",CA-516,317347,"Smaller Cities, Counties, and Regional CoCs",430,57,0.13255814,0,0,787,931,1,0,0,0,0,0,0,59,62,0,0,0,0,0,0,9,0,0,6,0.666666667,6,0.666666667,10,29,1,0,0,0,0,0,NA,48,43,0.895833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CA,Napa City & County CoC,CA-517,712708,"Smaller Cities, Counties, and Regional CoCs",153,125,0.816993464,72,56,97,71,7,1,1,2,0.142857143,0.142857143,0.285714286,543,18,1,5.56E-02,3,0.166666667,3,0.166666667,14,1,7.14E-02,1,7.14E-02,2,0.142857143,390,396,73,5,62,0.917808219,425,180,0.423529412,38,38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CA,Vallejo/Solano County CoC,CA-518,1254088,"Smaller Cities, Counties, and Regional CoCs",355,245,0.690140845,113,40,191,92,248,30,38,59,0.120967742,0.153225806,0.237903226,553,45,0,0,3,6.67E-02,2,4.44E-02,73,18,0.246575342,19,0.260273973,35,0.479452055,714,884,19,6,0,0.315789474,872,327,0.375,92,85,0.923913043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CA,Chico/Paradise/Butte County CoC,CA-519,533470,"Smaller Cities, Counties, and Regional CoCs",296,261,0.881756757,61,30,83,40,0,0,0,0,NA,NA,NA,996,31,2,6.45E-02,2,6.45E-02,3,9.68E-02,45,8,0.177777778,11,0.244444444,16,0.355555556,825,952,0,0,0,NA,735,305,0.414965986,388,364,0.93814433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CA,Merced City & County CoC,CA-520,659165,"Smaller Cities, Counties, and Regional CoCs",212,104,0.490566038,51,21,58,24,11,2,4,5,0.181818182,0.363636364,0.454545455,656,3,0,0,0,0,0,0,1,0,0,0,0,0,0,434,475,0,0,0,NA,646,36,5.57E-02,38,35,0.921052632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CA,Davis/Woodland/Yolo County CoC,CA-521,474575,"Smaller Cities, Counties, and Regional CoCs",243,206,0.847736626,44,35,88,54,132,6,15,38,4.55E-02,0.113636364,0.287878788,664,1,0,0,0,0,0,0,23,7,0.304347826,3,0.130434783,9,0.391304348,460,527,0,0,0,NA,498,278,0.558232932,63,58,0.920634921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CA,Humboldt County CoC,CA-522,819897,"Smaller Cities, Counties, and Regional CoCs",220,209,0.95,45,24,111,53,268,25,43,60,9.33E-02,0.160447761,0.223880597,849,51,0,0,2,3.92E-02,2,3.92E-02,142,12,8.45E-02,13,9.15E-02,23,0.161971831,542,668,4,1,3,1,828,329,0.397342995,70,66,0.942857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CA,"Colusa, Glenn, Trinity Counties CoC",CA-523,**,"Smaller Cities, Counties, and Regional CoCs",81,0,0,48813,482,683,839,23,0,0,0,0,0,0,34,0,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,4,41,0,0,0,NA,11,8,0.727272727,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CA,Yuba City & County/Sutter County CoC,CA-524,2490,"Smaller Cities, Counties, and Regional CoCs",287,0,0,99,35,128,61,3,1,1,1,0.333333333,0.333333333,0.333333333,230,0,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,187,187,0,0,0,NA,136,71,0.522058824,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CA,El Dorado County CoC,CA-525,10556,"Smaller Cities, Counties, and Regional CoCs",95,95,1,112,4,258,23,10,0,0,0,0,0,0,151,0,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,114,122,24,10,4,0.583333333,58,28,0.482758621,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CA,"Amador, Calaveras, Tuolumne and Mariposa Counties CoC",CA-526,313840,"Smaller Cities, Counties, and Regional CoCs",100,82,0.82,50,39,87,48,200,2,5,17,0.01,2.50E-02,8.50E-02,370,11,0,0,0,0,0,0,23,4,0.173913043,7,0.304347826,9,0.391304348,271,512,1,0,1,1,380,308,0.810526316,20,17,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CA,Tehama County CoC,CA-527,5629,"Smaller Cities, Counties, and Regional CoCs",61,10,0.163934426,89,101,94,102,0,0,0,0,NA,NA,NA,329,0,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,305,344,0,0,0,NA,350,51,0.145714286,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CA,Lake County CoC,CA-529,**,"Smaller Cities, Counties, and Regional CoCs",19,12,0.631578947,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CA,"Inyo, Mono, Alpine Counties CoC",CA-530,0,NA,0,0,NA,287,395,287,395,10,0,0,0,0,0,0,3,0,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,40,0,0,0,NA,29,26,0.896551724,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CA,Los Angeles City & County CoC,CA-600,100267671,Major Cities,12721,7156,0.562534392,53,20,121,50,6273,320,518,851,5.10E-02,8.26E-02,0.135660768,26067,5290,189,3.57E-02,1017,0.192249527,1150,0.217391304,3428,411,0.119894982,789,0.230163361,1106,0.322637106,14994,20862,348,99,171,0.775862069,21741,7534,0.346534198,11854,11397,0.961447613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CA,San Diego City and County CoC,CA-601,17859969,Major Cities,4066,3775,0.92843089,61,30,148,74,4316,561,837,1121,0.129981464,0.193929564,0.259731233,12200,671,11,1.64E-02,56,8.35E-02,61,9.09E-02,3358,433,0.128945801,282,8.40E-02,669,0.19922573,6901,8358,1505,405,189,0.394684385,10100,4241,0.41990099,3153,2915,0.924516334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CA,Santa Ana/Anaheim/Orange County CoC,CA-602,22025895,"Smaller Cities, Counties, and Regional CoCs",1619,1209,0.746757258,36,13,118,43,1295,41,71,148,3.17E-02,5.48E-02,0.114285714,5676,771,65,8.43E-02,442,0.573281453,474,0.614785992,617,172,0.278768233,167,0.270664506,303,0.4910859,3651,5134,1874,37,34,3.79E-02,5633,2216,0.393396059,2514,2407,0.957438345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CA,Santa Maria/Santa Barbara County CoC,CA-603,1607635,"Smaller Cities, Counties, and Regional CoCs",630,475,0.753968254,96,64,119,68,471,57,79,106,0.121019108,0.167728238,0.225053079,2551,80,5,6.25E-02,5,6.25E-02,10,0.125,74,17,0.22972973,20,0.27027027,28,0.378378378,1718,1945,118,0,0,0,2090,770,0.368421053,274,259,0.945255474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CA,Bakersfield/Kern County CoC,CA-604,4790096,"Smaller Cities, Counties, and Regional CoCs",594,587,0.988215488,76,31,108,42,154,12,23,31,7.79E-02,0.149350649,0.201298701,2267,418,1,2.39E-03,16,3.83E-02,16,3.83E-02,259,22,8.49E-02,72,0.277992278,91,0.351351351,1367,1855,106,89,16,0.990566038,2037,916,0.449680903,1490,1452,0.974496644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CA,Long Beach CoC,CA-606,7533708,Major Cities,651,446,0.685099846,42,35,119,71,746,17,33,60,2.28E-02,4.42E-02,8.04E-02,1371,238,8,3.36E-02,90,0.378151261,92,0.386554622,369,61,0.165311653,108,0.292682927,164,0.444444444,981,1465,0,0,0,NA,1302,605,0.464669739,1231,1158,0.940698619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CA,Pasadena CoC,CA-607,3112977,"Smaller Cities, Counties, and Regional CoCs",195,144,0.738461538,63,51,88,63,293,8,10,24,2.73E-02,3.41E-02,8.19E-02,889,104,11,0.105769231,28,0.269230769,35,0.336538462,43,13,0.302325581,5,0.11627907,15,0.348837209,640,709,6,0,5,0.833333333,757,212,0.28005284,351,337,0.96011396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CA,Riverside City & County CoC,CA-608,9289429,"Smaller Cities, Counties, and Regional CoCs",1119,1011,0.903485255,50,20,80,30,1077,111,157,221,0.103064067,0.145775302,0.205199629,5004,267,19,7.12E-02,97,0.36329588,110,0.411985019,624,208,0.333333333,120,0.192307692,313,0.501602564,3413,4039,820,503,60,0.686585366,4613,1668,0.36158682,786,747,0.950381679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CA,San Bernardino City & County CoC,CA-609,9366053,"Smaller Cities, Counties, and Regional CoCs",692,518,0.748554913,26,16,66,16,223,17,23,42,7.62E-02,0.103139013,0.188340807,4575,429,43,0.1002331,92,0.214452214,120,0.27972028,1033,140,0.13552759,129,0.124878993,245,0.237173282,3777,6131,1785,680,286,0.541176471,5383,2019,0.375069664,959,897,0.935349322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CA,Oxnard/San Buenaventura/Ventura County CoC,CA-611,1970367,"Smaller Cities, Counties, and Regional CoCs",379,223,0.588390501,38,9,90,23,434,9,20,41,2.07E-02,4.61E-02,9.45E-02,1399,80,1,1.25E-02,3,3.75E-02,3,3.75E-02,167,45,0.269461078,46,0.275449102,65,0.389221557,977,1108,338,71,101,0.50887574,1349,399,0.295774648,235,225,0.957446809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CA,Glendale CoC,CA-612,2319804,"Smaller Cities, Counties, and Regional CoCs",80,80,1,85,63,148,84,172,4,7,10,2.33E-02,4.07E-02,5.81E-02,283,83,13,0.156626506,33,0.397590361,43,0.518072289,55,5,9.09E-02,8,0.145454545,11,0.2,176,211,63,30,1,0.492063492,250,131,0.524,138,129,0.934782609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CA,Imperial County CoC,CA-613,191131,"Smaller Cities, Counties, and Regional CoCs",181,181,1,74,58,74,58,40,4,5,6,0.1,0.125,0.15,108,0,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,333,333,0,0,0,NA,418,314,0.751196172,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CA,San Luis Obispo County CoC,CA-614,935156,"Smaller Cities, Counties, and Regional CoCs",329,118,0.358662614,109,45,122,51,80,5,7,12,6.25E-02,8.75E-02,0.15,1124,44,2,4.55E-02,9,0.204545455,11,0.25,30,1,3.33E-02,15,0.5,16,0.533333333,765,1329,0,0,0,NA,840,110,0.130952381,91,78,0.857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CA,"Inyo, Mono, Alpine Counties CoC",CA-615,2862,"Smaller Cities, Counties, and Regional CoCs",0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CO,Colorado Balance of State CoC,CO-500,2874257,Balance of State and Statewide CoCs,1671,809,0.484141233,98,72,144,100,537,28,63,82,5.21E-02,0.117318436,0.152700186,4371,87,1,1.15E-02,19,0.218390805,20,0.229885057,178,2,1.12E-02,20,0.112359551,22,0.123595506,2680,2908,0,0,0,NA,3277,947,0.288983827,333,316,0.948948949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CO,Metropolitan Denver Homeless Initiative,CO-503,24388048,Major Cities,4559,3667,0.804343058,51,12,134,34,2040,218,342,449,0.106862745,0.167647059,0.220098039,11384,1353,81,5.99E-02,592,0.437546194,648,0.478935698,757,112,0.147952444,155,0.204755614,256,0.338177015,8436,9424,1550,23,74,6.26E-02,8449,1931,0.228547757,3037,2896,0.953572605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CO,Colorado Springs/El Paso County CoC,CO-504,2452453,Major Cities,604,532,0.880794702,32,15,71,23,964,78,138,198,8.09E-02,0.143153527,0.205394191,3563,144,16,0.111111111,37,0.256944444,52,0.361111111,286,80,0.27972028,37,0.129370629,103,0.36013986,2427,2906,1,1,0,1,3322,1081,0.325406382,591,550,0.930626058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CT,Hartford CoC,CT-502,6411420,"Smaller Cities, Counties, and Regional CoCs",0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CT,Bridgeport/Norwalk /Stamford/Fairfield County CoC,CT-503,10169085,"Smaller Cities, Counties, and Regional CoCs",746,603,0.808310992,84,52,152,73,772,92,134,169,0.119170984,0.17357513,0.218911917,2043,298,33,0.110738255,76,0.255033557,97,0.325503356,142,37,0.26056338,44,0.309859155,67,0.471830986,1060,1241,4,1,3,1,1204,629,0.522425249,1453,1424,0.980041294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CT,Connecticut Balance of State CoC,CT-505,27081272,Balance of State and Statewide CoCs,2310,2179,0.943290043,61,34,114,45,3701,408,633,888,0.110240476,0.171034855,0.239935153,8723,1323,121,9.15E-02,398,0.300831444,482,0.364323507,422,104,0.246445498,124,0.293838863,216,0.511848341,5153,5966,17,10,2,0.705882353,6273,2814,0.448589192,4197,4115,0.980462235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,DC,District of Columbia CoC,DC-500,23888687,Major Cities,6570,6374,0.970167428,180,57,203,79,5291,354,592,807,6.69E-02,0.111888112,0.152523153,16770,861,89,0.103368177,56,6.50E-02,72,8.36E-02,775,120,0.15483871,59,7.61E-02,111,0.143225806,9743,10329,581,259,322,1,5600,3924,0.700714286,3088,3007,0.97376943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,DE,Delaware Statewide CoC,DE-500,7785779,Balance of State and Statewide CoCs,1068,619,0.579588015,54,39,98,49,1115,141,183,259,0.126457399,0.164125561,0.232286996,2379,272,13,4.78E-02,77,0.283088235,85,0.3125,123,14,0.113821138,29,0.235772358,38,0.308943089,1622,2175,65,18,38,0.861538462,2219,1068,0.481297882,566,541,0.955830389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,FL,"Sarasota/Bradenton/Manatee, Sarasota Counties CoC",FL-500,1113950,"Smaller Cities, Counties, and Regional CoCs",730,635,0.869863014,45,14,68,20,158,24,30,50,0.151898734,0.189873418,0.316455696,4469,24,0,0,0,0,0,0,66,32,0.484848485,4,6.06E-02,32,0.484848485,3148,3514,3,2,0,0.666666667,3914,925,0.236331119,405,344,0.849382716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,FL,Tampa/Hillsborough County CoC,FL-501,6240062,"Smaller Cities, Counties, and Regional CoCs",1148,1005,0.87543554,56,28,91,48,796,47,85,139,5.90E-02,0.10678392,0.174623116,4523,218,5,2.29E-02,15,6.88E-02,20,9.17E-02,234,40,0.170940171,29,0.123931624,64,0.273504274,3098,4008,300,141,6,0.49,4107,1748,0.425614804,1240,1153,0.92983871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
